Famille;Genre;Espèce;Cultivar;Origine;Année de plantation;Nom du site;Localisation;Photo 1;Photo 2;Photo 3;Géolocalisation
Sapindaceae;Acer;saccharum;;;;Arboretum Cimetière Parc;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/c568fb3201fbf303276f8c06611205ea;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/781ccef1884f002702b500fe439405cb;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/b687cf09b86022066ee7be4c582dce16;47.271858, -1.58317
Sapindaceae;Acer;triflorum;;;;Arboretum Cimetière Parc;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/dd1d1a6ca5ad868d3ab22232bf0f3b14;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/2d69980d0ef50ccaa981f1842a1c1935;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/c567814cd22380d1a37847f729220ba0;47.269395, -1.582183
Sapindaceae;Aesculus;californica;;;1973;Jardin des Plantes;A12;;;;47.22098, -1.5430278
Sapindaceae;Aesculus;parviflora;;;1973;Jardin des Plantes;B4;;;;47.2205218, -1.5436966
Sapindaceae;Aesculus;indica;;;;Arboretum Cimetière Parc;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/1047cd6774d0525bfcbdb68bd8b05271;;;47.269906, -1.584583
Sapotaceae;Chrysophyllum;cainito;;;;Jardin d'agronomie tropicale du Grand-Blottereau;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/15e9023e803cfa69bd3dfc34ae46856d;;;47.226505, -1.512308
Sapotaceae;Palaquium;gutta;;;;Jardin d'agronomie tropicale du Grand-Blottereau;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/f31111606d65bff27a3f851c92880ae4;;;47.22718, -1.512095
Saururaceae;Houttuynia;cordata Thunb.;;J.Alp.Meyrin (Suisse);1989;Jardin des Plantes;D1;;;;47.2200207, -1.542118
Saxifragaceae;Saxifraga;hostii Tausch.;hirsuta;J.Alp.Graz (Autriche);2001;Jardin des Plantes;B3;;;;47.220075, -1.5444508
Saxifragaceae;Saxifraga;paniculata Mill.;;J.B. Stiftung, Grüningen (Suisse);2011;Jardin des Plantes;C3;;;;47.2198464, -1.5432582
Saxifragaceae;Heuchera;americana L.;;JB.Framingham (USA);1988;Jardin des Plantes;C4;;;;47.2195866, -1.5429564
Saxifragaceae;Tiarella;cordifolia  L.;;JB.South Hadley (U.S.A.);2008;Jardin des Plantes;C7;;;;47.2198481, -1.5425883
Solanaceae;Cestrum;tomentosum L.;;JBU.Berlin Dahlem (Allemagne);1979;Jardin des Plantes;A2;;;;47.2208871, -1.5444631
Solanaceae;Solanum;betaceum;;;;Jardin d'agronomie tropicale du Grand-Blottereau;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/64c620c8aec83580b4111030accea8f6;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/388c84f67927c8e1d358a69a8740ef48;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/f371a2b7ca54342035e7143095349bb6;47.226803, -1.512258
Stachyuraceae;Stachyurus;chinensis;;;;Arboretum Cimetière Parc;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/209d3131787140b310f12cf9ab7a57a5;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/f2ea359eeb44ff7c0a304f974cc9d3fb;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/81f0c1a1eb3b59a0d4bb7da45b1cd6c1;47.271838, -1.58272
Stachyuraceae;Stachyurus;salicifolius;;;;Arboretum Cimetière Parc;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/effae4280e79ecb123230576ee149423;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/c0774f14d160a3379f8461f7add589f3;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/55f85f76dfc46fd4f8337f68d0ce8a47;47.271862, -1.582725
Styracaceae;Pterostyrax;corymbosa;;;;Arboretum Cimetière Parc;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/6a33851d91a2b530c34bc0377099daca;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/ac7ba30266d9beb7823b1aa3df6e6190;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/c12940d7c839785f375615cce8c8890d;47.271042, -1.584667
Theaceae;Camellia;;Black Lace;;;Arboretum Cimetière Parc;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/92fe40c5fff93b9646ded4d72d8ca91f;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/5c49ffd980f4afab66ce18dfb127762e;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/c1f97eff499ab915b8706ea9103ec200;47.270362, -1.585333
Theaceae;Camellia;forrestii;;;;Arboretum Cimetière Parc;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/6b53e4e0c67d068a10b005de7a421243;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/c34e7288404479bd0045125d23dab006;;47.270442, -1.584081
Theaceae;Camellia;japonica;Aspasia;;;Arboretum Cimetière Parc;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/c8cd5989c3cb941ba8dafb8aaab61acd;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/0972b60bacc8059351dd2775db6c5293;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/17fda73c0f8ba7e3952bb377224ede72;47.270528, -1.581275
Theaceae;Camellia;japonica;Ave Maria;;;Arboretum Cimetière Parc;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/5fc305f92c3521a426cec531f788d185;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/c0efa2c162f891bc7e32dd7bdb2ce05e;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/664ae3cecbb7ce4940b34c42c2a6513f;47.269908, -1.585993
Theaceae;Camellia;japonica;Bob's Tinsie;;;Arboretum Cimetière Parc;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/9cce5dcd8232d528b090448d8b19496c;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/3f2ee5f28e2e034bbe5233546ebaea9b;;47.269538, -1.585169
Theaceae;Camellia;japonica;Carol Lynn;;;Arboretum Cimetière Parc;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/e6b588b81e1641b3f75dbf3d24a8e9a7;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/31ee6f257873ba920e4d05abdf58f22d;;47.269687, -1.584633
Theaceae;Camellia;japonica;Compacta Alba;;;Arboretum Cimetière Parc;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/3fc259fe944814c8acfb82d88e179d67;;;47.269525, -1.585142
Theaceae;Camellia;japonica;Coquettii;;;Arboretum Cimetière Parc;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/b10c061885072104b81260f5dd60b8a6;;;47.269908, -1.585993
Theaceae;Camellia;japonica;Dewatairin (Higo);;;Arboretum Cimetière Parc;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/9e3d80b31c390d4fb0a734b227b9d37d;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/0491634cfa539ad86268c502a71bd7c6;;47.268897, -1.5853
Theaceae;Camellia;japonica;Eugene Lizé;;;Arboretum Cimetière Parc;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/e1f755214ceade42e5ab234e4c57bb9e;;;47.269525, -1.585142
Theaceae;Camellia;japonica;Flamingo;;;Arboretum Cimetière Parc;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/a3631a72b41894603249aa9cd95a2436;;;47.269525, -1.585142
Theaceae;Camellia;japonica;Fragrant Frill;;;Arboretum Cimetière Parc;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/bcd018b204c3c8e563caba00cef90739;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/46b2ed388acdabd67a8d46e71cf8653d;;47.269433, -1.584425
Theaceae;Camellia;japonica;Grace Bunton;;;Arboretum Cimetière Parc;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/f9cff3ffab3f71d5bef4fe23a9c03a82;;;47.27026, -1.586547
Theaceae;Camellia;japonica;Izumusume;;;Arboretum Cimetière Parc;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/0c6a70589e37361a8c537acf031455a3;;;47.269538, -1.585169
Theaceae;Camellia;japonica;Margaret Davis;;;Arboretum Cimetière Parc;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/738a57b624caffed8206bc63711a49ac;;;47.271458, -1.582337
Theaceae;Camellia;japonica;Margarete Hertrich;;;Arboretum Cimetière Parc;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/1493787375ec8b187d2b8ed09ee96b79;;;47.268438, -1.584887
Theaceae;Camellia;japonica;Punctata Boutourlin;;;Arboretum Cimetière Parc;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/afc1b013686404580053ab97a13a2b4d;;;47.269033, -1.58518
Theaceae;Camellia;japonica;Touch of Pink;;;Arboretum Cimetière Parc;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/529173d0590745591d9c710e26c0d0dc;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/d4f2da4bb3ca1d0f9c129bb96a3b7607;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/3982e58ea39f258ab7cc96e8f6dfcd5d;47.269908, -1.585993
Theaceae;Camellia;japonica;Yukimiguruma;;;Arboretum Cimetière Parc;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/da3cafc506dd88dd1a3915163b481820;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/2bded310d79027a287d73cb3b825c91c;;47.269725, -1.583658
Theaceae;Camellia;japonica;Yukimiguruma;;;Arboretum Cimetière Parc;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/18096875600d464769df3bc156b45dce;;;47.269722, -1.583662
Theaceae;Camellia;sasanqua;Rainbow;;;Arboretum Cimetière Parc;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/becf0df184acec7e8d700f4785c4b77d;;;47.268183, -1.584492
Theaceae;Camellia;sasanqua;Variegata;;;Arboretum Cimetière Parc;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/e00eca0ec94717ca076717b3d923fcab;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/f7febac46cca684353cc599daeccbd8e;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/10179dfc19ebb9ef9e05a42be14052b4;47.269438, -1.584588
Theaceae;Camellia;sasanqua;Vicomte de Noailles;;;Arboretum Cimetière Parc;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/b09336f564e70b0652eebb4ad20ff66b;;;47.269525, -1.585142
Theaceae;Stewartia;rostrata;Rosea;;;Arboretum Cimetière Parc;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/2398e8c52fdeb2bbee7a224c46a2b49d;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/12a99a564e6705b5cb286cdb6c119126;;47.270692, -1.585792
Ulmaceae;Zelkova;serrata;;;;Arboretum Cimetière Parc;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/3912c14844fb87aeb1db117589bb7e16;;;47.26997, -1.58173
Ulmaceae;Zelkova;serrata;;;;Parc floral de la Beaujoire;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/96bb89fff00f89c9e0f68ad7a2022e06;;;47.26238, -1.531167
Violaceae;Viola;labradorica Schrank;;Hortus Botanicus Reykjavikensis, Reykjavik, Islande;2011;Jardin des Plantes;C4;;;;47.2195866, -1.5429564
Vitaceae;Vitis;monticola;;JB.Samara (Russie);2005;Jardin des Plantes;A1;;;;47.2206331, -1.5449399
Vitaceae;Ampelopsis;brevipedunculata;maximowiczii;JBU.Wroclaw (Pologne);2002;Jardin des Plantes;A1;;;;47.2206331, -1.5449399
Vitaceae;Ampelopsis;quinquefolia;;;1973;Jardin des Plantes;A5;;;;47.2207668, -1.5440149
Asphodelaceae;Eremurus;spectabilis M.Bieb.;;Inst.Bot. De Komarovii Perkalsky,Stauropol,Russie;2010;Jardin des Plantes;B9;;;;47.2205226, -1.5429769
Asphodelaceae;Kniphofia;triangularis Kunth.;;JB.Bergen (Norvège);2009;Jardin des Plantes;G2A;;;;47.2197208, -1.5414609
Asphodelaceae;Hemerocallis;dumortierii  C.Morr.;;JBU.Tohoku (Sendai);2001;Jardin des Plantes;D3B;;;;47.2202573, -1.5419327
Asphodelaceae;Kniphofia;galpini Baker;;Mr.Bouet;1989;Jardin des Plantes;E2;;;;47.2190146, -1.5427585
Fabaceae;Acacia;dealbata;;;;Autre site;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/08e497369dcc94ccb5ece77199b18fac;;;47.227713, -1.574997
Myrtaceae;Acca;sellowiana;;;;Parc floral de la Beaujoire;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/a9a1e34aa111c8e8fd131e3318068bb4;;;47.262542, -1.532303
Sapindaceae;Acer;platanoides;Schwedleri;;;Jardin des Plantes;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/57599a74ff7dfa55e9e407a2d414a9e1;;;47.22067, -1.54295
Sapindaceae;Acer;pseudoplatanus;Nizetii;;;Jardin des Plantes;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/7e6422a3bc15d365dee3b01ec551b29a;;;47.22067, -1.543295
Sapindaceae;Acer;saccharinum;;;;Autre site;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/9362285614c47e5247b6b4278b8c5e20;;;47.230072, -1.571575
Sapindaceae;Aesculus;x woerlitzensis;;;;Jardin des Plantes;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/4934d51f645c7bf38c68bacf41c2ea38;;;47.219538, -1.541337
Sapindaceae;Aesculus;hippocastanum;;;;Autre site;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/994d21e461762316f86494094db73119;;;47.216283, -1.548175
Annonaceae;Asimina;triloba;;;;Parc exotique du Grand-Blottereau;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/24344c9994811a302a365ddae12fa80b;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/1cc4798b092ab983b2bbef509755b212;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/1ff2164be70561235865684673bc6e53;47.229067, -1.50893
Scrophulariaceae;Buddleja;;;;;Arboretum Cimetière Parc;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/1caaa6a252eba438481492b7f13ebace;;;47.269975, -1.582062
Calycanthaceae;Calycanthus;occidentalis;;;;Parc de Procé;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/7afa9feaa52c28a4e3975e3243d95c01;;;47.223313, -1.584703
Calycanthaceae;Calycanthus;;Venus;;;Autre site;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/669bbfb61da50e7015314f698d8643c9;;;
Theaceae;Camellia;japonica;Dewatairin;;;Jardin des Plantes;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/12c95829d5b80c5e444d204e1473cdf1;;;47.219225, -1.541025
Theaceae;Camellia;japonica;Lady de Saumarez;;;Jardin des Plantes;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/37a9a1ffc6409b4e2b0a482d348ee7e0;;;47.220247, -1.541681
Theaceae;Camellia;japonica;Paul Jones Supreme;;;Jardin des Plantes;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/4ef7f12da05cbb0ad2194e4a25778d2c;;;47.219225, -1.541025
Theaceae;Camellia;sasanqua;Hinode-gumo;;;Jardin des Plantes;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/e3fc3231690c698e92af0f6be83b4cd7;;;47.220247, -1.54168
Theaceae;Camellia;sasanqua;Tôtenko;;;Jardin des Plantes;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/5f1b1e781b43b1256b27d65de498f319;;;47.220247, -1.54168
Theaceae;Camellia;x williamsii;Demure;;;Jardin des Plantes;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/431d9587ef5da3f3f0ffa82d2a1446bb;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/d21b9c9f92f8985d7de62d19b5828319;;47.220247, -1.541681
Theaceae;Camellia;azalea;;;;Parc exotique du Grand-Blottereau;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/f1f42dfa6e9dd52b2df2cf540c1eb415;;;
Theaceae;Camellia;sasanqua;Hiryû;;;Parc exotique du Grand-Blottereau;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/44606c528e577a76b20186219152c36f;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/487ce191ab5ef0c6ae00e4d087a6ea93;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/89662505ea16cba19b88207d8304765a;47.22765, -1.50865
Theaceae;Camellia;japonica;Mattie Cole;;;Parc floral de la Beaujoire;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/213af0d107ffa696c1dc544be49260fe;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/e9ef5ddfe90ef7fac61e9a99d8dfa4a0;;47.261337, -1.531662
Betulaceae;Carpinus;coreana;;;;Parc exotique du Grand-Blottereau;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/42812acef93d305efa8da6b42c02fee7;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/ba8588520cc4f5f745b07adaa48952d7;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/56441f89624393af9208adb0b2c6cc2a;47.229887, -1.506863
Cercidiphyllaceae;Cercidiphyllum;;;;;Arboretum Cimetière Parc;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/84f22592497e4318f7141fdd88724a05;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/559311255ec4f1147253ef411ecda6a8;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/2066b3beaaa4912a1ca5b72d8a3ce5ce;47.269605, -1.585078
Caesalpiniaceae;Cercis;siliquastrum;;;;Parc de la Gaudinière;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/66e88a7f9ca8a4207a596ce56d478797;;;47.242792, -1.57925
Lauraceae;Cinnamomum;camphora;;;;Jardin des Plantes;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/7546ed4482b4c7047fdf0c43a8a06100;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/e9e699d21122a8bc8aac6fdee49cfc36;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/c322712330b8937df140c3d0d4d1dd2f;47.221028, -1.542658
Lamiaceae;Clerodendrum;trichotomum;;;;Autre site;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/dc986287786d387ca3aa3a2b18f30af8;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/b8716160d7045d51d547a6c3baa14a89;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/8953f5e56d97442f8f4475b2dc96b1d5;47.26383, -1.5406
Clethraceae;Clethra;barbinervis;;;;Jardin des Plantes;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/a53c4c86999b58f820611fd46f671188;;;47.219047, -1.541855
Cornaceae;Cornus;controversa;Variegata;;;Jardin des Plantes;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/da0593c7ea5364b8e3c363d240c1c949;;;47.21912, -1.541592
Cornaceae;Cornus;controversa;;;;Jardin des Plantes;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/1be341c7b4c6a5d533cff6b455c278d1;;;47.219003, -1.541583
Cornaceae;Cornus;florida;;;;Jardin des Plantes;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/785c0f3fbfa1acfc58c044cbe6a911dd;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/3c544abb9a921902eaf1d881e4a03ccc;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/cae91fe23e4fc0097c1a2a4eefa1928e;47.218928, -1.541588
Cornaceae;Cornus;alternifolia;Argentea;;;Parc de Procé;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/48f9b6e12749479505ea2aef5c4895a5;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/f8e1d5f909bc0376a99032cb4dc8296b;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/30565668dd265595ae10f7e37086123a;47.222933, -1.58477
Cornaceae;Cornus;florida f. rubra;;;;Parc de Procé;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/43250ef9f26aa03931af1265f7aaec76;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/27d06e1592281d4c2e47d352339bd11a;;47.225758, -1.581587
Hamamelidaceae;Corylopsis;pauciflora;;;;Parc floral de la Beaujoire;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/56d84731e87fb7653f32b0c09c96c86c;;;47.260933, -1.532872
Daphniphyllaceae;Daphniphyllum;;Nanum;;;Arboretum Cimetière Parc;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/d1fd32596cbb8a55b49dc1eae7b4b182;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/d317c136487226056738ca48299adf13;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/d8a330dc3009037fec25a949e34fd8a1;47.271297, -1.586622
Ebenaceae;Diospyros;kaki;;;;Parc exotique du Grand-Blottereau;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/891309a6354c960e49c134caef192294;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/08f9672a048a1a57f419c32538532b50;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/7c923cc8f3f7c38108aacd4661abe8b8;47.230272, -1.506555
Hamamelidaceae;Disanthus;cercidifolius;;;;Jardin des Plantes;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/de4d882c0c5dc80eddb780eee0382605;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/9ffefac89b47cc7ddde9e4a4d9177af4;;47.218787, -1.541533
Hamamelidaceae;Distylium;;;;;Arboretum Cimetière Parc;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/6bb1c7cd06ad375a27b5787347fa4fd1;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/a4bb25535b726aae4fc357319f5b5595;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/d3405140f8636df8e7d0a9572d83a544;47.270703, -1.582795
