Famille;Genre;Espèce;Cultivar;Origine;Année de plantation;Nom du site;Localisation;Photo 1;Photo 2;Photo 3;Géolocalisation
Theaceae;Camellia;fraterna;;;;Arboretum Cimetière Parc;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/9b91c20ad42f7b4164ee33b760fbaeee;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/7a7d8274628211d2a4e3999a51f781ea;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/cf9984920d3fd4bed25e1190a8deb60c;47.269669, -1.581428
Theaceae;Camellia;hiemalis;Kanjirô;;;Arboretum Cimetière Parc;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/aa410eae7db5eb340c431af489706317;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/f622733e855b248e6c8790eef4418c97;;47.268142, -1.584445
Theaceae;Camellia;japonica;Aki-no-yama;;;Arboretum Cimetière Parc;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/6e246c362458ced04e6ff7d5f26c2635;;;47.270497, -1.581312
Theaceae;Camellia;japonica;Baby Pearl;;;Arboretum Cimetière Parc;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/49316a763fca9c2526649d5a5458c80c;;;47.270022, -1.584108
Theaceae;Camellia;japonica;Belle Judith;;;Arboretum Cimetière Parc;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/953478cdeac5391a7a4e0c3eaac86231;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/441b69b8dd28adf3406de16ae850babb;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/8688393c290a8bb80ffb82cc1725f93b;47.270428, -1.584117
Theaceae;Camellia;japonica;Breca;;;Arboretum Cimetière Parc;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/df744ebdd06fe3240ae19cd42e87cd18;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/2d7bd6f37a345a32b9a94770fe6a9f60;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/a492f6561e411175c7bc5285a32aa7c7;47.270362, -1.585333
Theaceae;Camellia;japonica;Can Can;;;Arboretum Cimetière Parc;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/11ab4726cd856c96e7059855181ad16a;;;47.27055, -1.58127
Theaceae;Camellia;japonica;Conte Bouturlin;;;Arboretum Cimetière Parc;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/023769123bf1982b6ab4f8ce4aafaf60;;;47.269525, -1.585142
Theaceae;Camellia;japonica;Duchesse Decazes;;;Arboretum Cimetière Parc;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/62902dc7aaeb39d3b633462c16df9d64;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/7a7c594fd3fefb45d566f31ed26822fc;;47.2704, -1.584088
Theaceae;Camellia;japonica;Edith Linton;;;Arboretum Cimetière Parc;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/c36fdc67e5c5138947d703d9aafbf247;;;47.269525, -1.585142
Theaceae;Camellia;japonica;Elegans;;;Arboretum Cimetière Parc;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/c7e3bc34f9a4067b6d58893a806df12c;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/2b230321a7dd2b1ec547929683633085;;47.270097, -1.583942
Theaceae;Camellia;japonica;General Washington;;;Arboretum Cimetière Parc;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/45a628a37b760d1a68571881d6107e20;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/746d6f2dc71d31bf91a13492d6657507;;47.269669, -1.581428
Theaceae;Camellia;japonica;Jules Verne;;;Arboretum Cimetière Parc;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/10704ac7fb3656bf99435df8486bb26c;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/7b2b6a171daad5cfd5fc611f24a63b15;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/9cb16127f8b2989a15790c80a11a4a2f;47.270683, -1.585425
Theaceae;Camellia;japonica;Shôkôshi;;;Arboretum Cimetière Parc;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/9bc1478d378e8da1250cf97956c1d7db;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/c0837ea1ab5cc075c43ea0c413cd5d54;;47.269542, -1.58548
Theaceae;Camellia;japonica;Sugar Babe;;;Arboretum Cimetière Parc;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/1c5ecd74b97de144d6c494206cbaab3d;;;47.269525, -1.585142
Theaceae;Camellia;japonica;The Czar;;;Arboretum Cimetière Parc;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/0deaac86e8f9fcf28f1517359f704943;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/797f9ce515664bad5471728738991cbf;;47.269525, -1.585142
Theaceae;Camellia;sasanqua;Hinode-gumo;;;Arboretum Cimetière Parc;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/8d9682c70dddae4253b79b2bfb7b87a5;;;47.270517, -1.581347
Theaceae;Camellia;sasanqua;Maiden's Blush;;;Arboretum Cimetière Parc;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/38ced81ee81f0a8148b500c93e3b36e0;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/9ff1907c1b511c9b92319473687f6224;;47.270583, -1.585705
Theaceae;Camellia;sasanqua;Setsugekka;;;Arboretum Cimetière Parc;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/27d04ce4f8306629b6a3f2cc4946e730;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/0d15d4975e2384e2ee9e7e3f599132a5;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/c12873ebe9b9a1ceced2b005d4f13402;47.270667, -1.584633
Theaceae;Camellia;x williamsii;Mary Larcom;;;Arboretum Cimetière Parc;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/4c1579359856b50cc8a7263f8cafe667;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/1ba0192fb827cc76a906a04fe75da99f;;47.269537, -1.584453
Thymelaeaceae;Daphne;odora;Aureomarginata;;;Arboretum Cimetière Parc;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/9609b21a9858f8ca76658d79ce7984f8;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/016c20ae5edc8c4a9c73c74eaafefe3c;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/1a6d761fd7e3066041a0daca5efc8faa;47.27187, -1.582872
Thymelaeaceae;Daphne;tangutica;;;;Arboretum Cimetière Parc;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/c5129d3e379119016549ecad8fda1345;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/38ebf28ff369aeaec0a5953fd0954298;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/6746d78002a3210ffd220e1ae7436072;47.271692, -1.58258
Thymelaeaceae;Daphne;x burkwoodii;Somerset;;;Arboretum Cimetière Parc;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/8cfddaf1fdabd5617b70406f1a5d99a1;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/1591f2d405fbeca87d0e9e13bb6d0665;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/b0bf649d60fde50729ae50872f444ee0;47.270445, -1.582437
Ulmaceae;Ulmus;x hollandica;Jacqueline Hillier;;;Arboretum Cimetière Parc;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/644305050161d9e80f46d30df4fcf8f8;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/dfb44ad0bfee8effeda1c8d44ea35286;;47.270013, -1.582222
Ulmaceae;Zelkova;sinica;;;;Parc floral de la Beaujoire;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/637d3642a8cc317ed7f63646d03cd94c;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/a72214ffb86f2237a9a00d4f76bed5ef;;47.262378, -1.531275
Violaceae;Melicytus;obovatus;;;;Arboretum Cimetière Parc;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/fbccd672285b1abdced45115e59249e8;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/49a27aae1fd3f5f4eddb054620857de9;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/dbec0160432a9cfe13266a026324c4dc;47.271363, -1.581945
Vitaceae;Ampelopsis;aconitifolia;;JBU.Wroclaw (Pologne);2002;Jardin des Plantes;A1;;;;47.2206331, -1.5449399
Winteraceae;Tasmannia;lanceolata;;;;Arboretum Cimetière Parc;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/0240dba56b5370f0dbdbe7bfa3f620ec;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/cbb522761ce6efeecbf206630c619632;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/c55d5a8ca3ac4316e2bcfdadf096eb6a;47.272038, -1.582097
Asphodelaceae;Dianella;tasmanica Hook.F.;;"J.B.""Clelia Durazzo Grimaldi"" Gènes,Italie";2013;Jardin des Plantes;I2;;;;47.2185657, -1.5426599
Pinaceae;Abies;pinsapo;Pyramidalis;;;Arboretum Cimetière Parc;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/f742f4fe9eacc3869963bb7368bffed3;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/acf9b5b321ebcbe9f61aab8d6645c29d;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/91461133ff1345ba12fcf1e064ba41b1;47.270922, -1.58605
Sapindaceae;Acer;platanoides;Reitenbachii;;;Jardin des Plantes;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/48d2bce502b6c4d4ac518759288a9266;;;47.220562, -1.543705
Sapindaceae;Acer;carpinifolium;Esveld Select;;;Parc de Procé;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/bf18efb0505b2ddba1dbb4d786d98138;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/e5c185c811e8e8f3aa06cb635afb5a6b;;47.225208, -1.581358
Sapindaceae;Acer;buergerianum;;;;Parc exotique du Grand-Blottereau;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/be942bc6ccf049c3b3b187520dd28070;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/f61bb062956cd829a39b963993fbb200;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/d049d46300344778d33a4419f05fc9cd;47.229683, -1.507105
Sapindaceae;Acer;opalus;;;;Parc exotique du Grand-Blottereau;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/5b61a84c024bf99a8b21c553d417f699;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/00c3b7fe312db5494cb6bc547a35b803;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/bae9fd0991b6460d3638a7b0aa889519;47.22677, -1.509913
Sapindaceae;Aesculus;parviflora;;;;Jardin des Plantes;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/53e0b949b2bb314f5c7c545265ecccb8;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/03bd1e50fc883f3e73e07c917b9ffcd4;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/59cca1469df78f3393229620351bddd4;47.220525, -1.543337
Ericaceae;Arbutus;x thuretiana;;;;Parc exotique du Grand-Blottereau;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/e684ba19cd784d5a403b10193b5a0108;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/d8f954e36e9665d92312beddeebbe0dc;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/2dc5810bea79037a902e5107127f83ca;47.228478, -1.511297
Papilionaceae;Argyrocytisus;battandieri;;;;Jardin des Plantes;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/260bad8e24a38a8e693c7a6eda054418;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/98ec767cc4b9f8235d06f64791d27d62;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/43dd39797c35ac2c8c6ef8a1fe85f1c6;47.219955, -1.542603
Annonaceae;Asimina;triloba;;;;Jardin des Plantes;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/ca53de093935b6f8b3cbee63b58a1e24;;;47.219764, -1.542714
Betulaceae;Betula;nigra;;;;Parc de Procé;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/36820cdcaa560e95eece95a2a1b50f5f;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/b13de5a885c5a91883cfe09c355d12c7;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/826ddaf10c0ad18623b640d216eb7a47;47.222613, -1.578787
Betulaceae;Betula;pendula;;;;Parc floral de la Beaujoire;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/09a0ccd1d87750d8bcbb3e3ce51289fb;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/9f7cbb0eb1899936e251d2bbb6c57dfb;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/e027c2f2c41583138da2ecaa1f337d43;47.26187, -1.530317
Acanthaceae;Strobilanthes;sp;;Pépinière des Avettes 71290 La Genête;2015;Jardin des Plantes;E1;;;;47.2190459, -1.5436715
Adoxaceae;Viburnum;bitchiuense;;;;Arboretum Cimetière Parc;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/d75706617971dd4a6eec856d8f0d1e31;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/be9eafc6c15955a18aa145441baed61a;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/0bcaa8537b03be432412f50646b38986;47.270842, -1.58425
Adoxaceae;Viburnum;melanocarpum;;;;Arboretum Cimetière Parc;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/4f355fdbdee4c199973173eec4cf11e6;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/718cc1e5f6fcfa7a950a7bc98b6fdb4b;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/03c25946035cc8cc4c7c10e8af11d12e;47.270588, -1.582647
Adoxaceae;Viburnum;opulus;Lady Marmelade;;;Arboretum Cimetière Parc;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/6bc3ec154ca2cee0dac5b7537c16444d;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/4d2a58a3fe198b2105058cda228943bd;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/9ed7bd72f9f12a649a02a5554d48ae0b;47.271292, -1.582272
Adoxaceae;Viburnum;rhytidophyllum;;;;Arboretum Cimetière Parc;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/8964d0d2df7c90ec66b33bb864d09e3c;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/e8bffcc410c51e901685068d348caeb8;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/601985d7ea13baa4a938fd2c9cdfe98c;47.271638, -1.582863
Adoxaceae;Viburnum;x burkwoodii;;;;Arboretum Cimetière Parc;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/0064a0025b6f381a43034ed7e65b0dde;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/e45229c3d74c928f9a9940d183e60610;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/641a56c9fbff95477bb854c3f622c7a4;47.270958, -1.584167
Adoxaceae;Viburnum;x carlcephalum;;;;Arboretum Cimetière Parc;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/e5934d6926cc5d03ad8d143791da4e5c;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/8c06ca4004b4d480a8450f77700653bc;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/3814f378ced204f8298e7c51b9d10f3f;47.271028, -1.586533
Adoxaceae;Viburnum;x juddii;;;;Arboretum Cimetière Parc;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/d5753fced22e607771f9e197401e44a0;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/ab0b14bd896c2618e1264b46f6fc9bcb;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/292e33c0a06ed7b0b17e0d6608fb68e7;47.271928, -1.586495
Amaryllidaceae;Narcissus;obesus Salisb.;;Alpengarten im Belvederegarten,Wien,Autriche;2012;Jardin des Plantes;C3;;;;47.2198464, -1.5432582
Amaryllidaceae;Narcissus;cantabricus DC.;;JB. Prague (Rep. Tchèque);2010;Jardin des Plantes;A3;;;;47.2209791, -1.5442857
Amaryllidaceae;Allium;siculum Ucria;;JB.Goteborg  (Suede);2010;Jardin des Plantes;C3;;;;47.2198464, -1.5432582
Amaryllidaceae;Allium;pulchellum Don.;;JBU.Kosice (Slovaquie);2001;Jardin des Plantes;B3;;;;47.220075, -1.5444508
Amaryllidaceae;Agapanthus;umbellatus L'Herit.;;;1973;Jardin des Plantes;B7;;;;47.2198817, -1.5442188
Apiaceae;Libanotis;sibirica  C.A.Mey.;montana P.W.Ball;JB.Ljubljani (Slovénie);2008;Jardin des Plantes;B4;;;;47.2205218, -1.5436966
Apiaceae;Falcaria;vulgaris  Bernh.;;JB.Vacatrot (Hongrie);2008;Jardin des Plantes;B3;;;;47.220075, -1.5444508
Apiaceae;Peucedanum;austriacum Koch;;JBU.de Fribourg (Suisse);2004;Jardin des Plantes;B3;;;;47.220075, -1.5444508
Apiaceae;Angelica;gigas Nakai;;Les Ponts de Cé_pépinière Lepage;2016;Jardin des Plantes;D1;;;;47.2200207, -1.542118
Apiaceae;Eryngium;agavifolium Griseb.;;Sichtungs garten Weinheim (Allemagne);2011;Jardin des Plantes;I2;;;;47.2185657, -1.5426599
Apocynaceae;Amsonia;latifolia M.E.Jones;;Botanischer Garten,Friedrich Jena, Jena, Allemagne;2012;Jardin des Plantes;C4;;;;47.2195866, -1.5429564
Apocynaceae;Amsonia;illustris Woodson;;JB. Hermannshof, Wheinheim (Allemagne);2011;Jardin des Plantes;C4;;;;47.2195866, -1.5429564
Araceae;Arisaema;consanguineum Schott;;Botanischer Garten der Justus-Liebig-Universität, Giessen, Allemagne;2013;Jardin des Plantes;E1;;;;47.2190459, -1.5436715
Araceae;Zantedeschia;aethiopica Sprengel;;;1973;Jardin des Plantes;B6;;;;47.2202904, -1.5436506
Araliaceae;Kalopanax;septemlobus;;;1995;Jardin des Plantes;B7;;;;47.2198817, -1.5442188
Argophyllaceae;Corokia;x virgata;;;;Arboretum Cimetière Parc;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/57ff4f17526fde5685e878047ca8615e;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/afdc21b68a7962a5fcbcfb806df64832;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/65df69dd16fda970a635cb12f5d45bf5;47.271138, -1.584842
Asparagaceae;Scilla;litardierei Breistr.;;Botanischer Garten,Dresden,All.;2012;Jardin des Plantes;C5;;;;47.2193141, -1.5428001
Asparagaceae;Polygonatum;prattii Baker;;Goteborg Botanical Garden,Goteborg,Suède;2012;Jardin des Plantes;D3A;;;;47.2201437, -1.5418754
Asparagaceae;Anthericum;ramosum L.;;Hortus Botanico Vindobanensis Wien (Autriche);2014;Jardin des Plantes;C5;;;;47.2193141, -1.5428001
Asparagaceae;Leopoldia;tenuiflora Heldr.;;Inst de botanique et arboretum de Komarovii Perkallksky (Russie);2010;Jardin des Plantes;C3;;;;47.2198464, -1.5432582
Asparagaceae;Anthericum;ramosum  Lam.;;JB.Samouns;1999;Jardin des Plantes;B3;;;;47.220075, -1.5444508
Asparagaceae;Albuca;rupestris Hilliard;;JB.Vancouver (Canada);2009;Jardin des Plantes;G2A;;;;47.2197208, -1.5414609
Asparagaceae;Scilla;bifolia L.;danubialis Speta;JBU.Komenskéo (Slovaquie);2006;Jardin des Plantes;B9;;;;47.2205226, -1.5429769
Asparagaceae;Eucomis;pole-evansii N.E.Br.;;JBU.Zürich (Suisse);2004;Jardin des Plantes;I1;;;;47.2185256, -1.5421325
Asparagaceae;Hyacinthoides;hispanica L.;;Sichtungsgartens Hermannshof,Weienheim,All.;2012;Jardin des Plantes;B4;;;;47.2205218, -1.5436966
Asparagaceae;Manfreda;virginica Salisb.;;The Morton Arb. Lisle (U.S.A.);2000;Jardin des Plantes;C4;;;;47.2195866, -1.5429564
Asparagaceae;Liriope;spicata Lour.;;;1973;Jardin des Plantes;D3;;;;47.2202913, -1.5420155
Asteraceae;Centaurea;maculosa Lam;;JB.Brooklin (USA);2008;Jardin des Plantes;C3;;;;47.2198464, -1.5432582
Asteraceae;Leucanthemum;monspeliense Coste;;Conservatoire Botanique Pierre Fabre;2006;Jardin des Plantes;B4;;;;47.2205218, -1.5436966
Asteraceae;Petasites;albus Gaertn.;;Ets.Lepage;1986;Jardin des Plantes;G1;;;;47.2193375, -1.5415093
Asteraceae;Cicerbita;alpina Wallr.;;Grugapark Essen (Allemagne);1987;Jardin des Plantes;B3;;;;47.220075, -1.5444508
Asteraceae;Carlina;acaulis L.;acaulis;J.B. Marie Curie, Lublin (Pologne);2011;Jardin des Plantes;B3;;;;47.220075, -1.5444508
Asteraceae;Taraxacum;montanum DC.;;J.B.de Bern,Suisse;2014;Jardin des Plantes;B3;;;;47.220075, -1.5444508
Asteraceae;Echinops;exaltatus Schrad.;;JB. Leipzig, Leipzig (Allemagne);2011;Jardin des Plantes;E2;;;;47.2190146, -1.5427585
Asteraceae;Centaurea;uniflora Turra.;;JB.Chanonsia (Italie);2006;Jardin des Plantes;C8;;;;47.2202227, -1.5426922
Asteraceae;Echinops;ritro  L.;;JB.Meyrin (Suisse);2008;Jardin des Plantes;C8;;;;47.2202227, -1.5426922
Asteraceae;Solidago;flexicaulis L.;;JB.Montréal (Canada);2009;Jardin des Plantes;C3;;;;47.2198464, -1.5432582
Asteraceae;Tanacetum;corymbosum Schultz Bip.;;JB.Municipal de Graz (Autriche);2003;Jardin des Plantes;B3;;;;47.220075, -1.5444508
Asteraceae;Echinacea;purpurea Moench.;;JB.Niagara Parks (Canada);2001;Jardin des Plantes;C4;;;;47.2195866, -1.5429564
Asteraceae;Achillea;tenorii  Grande;;JB.Peligni (Italie);2008;Jardin des Plantes;B3;;;;47.220075, -1.5444508
Asteraceae;Aster;ageratoides Turcz.;;JB.Vladivostok (Russie);2009;Jardin des Plantes;D3D;;;;47.2201668, -1.5418243
Asteraceae;Parthenium;integrifolium L.;;JB.Weinheim (Allemagne);2008;Jardin des Plantes;C3;;;;47.2198464, -1.5432582
Asteraceae;Solidago;flexicaulis L.;;JB.Weinheim (Allemagne);2008;Jardin des Plantes;C6;;;;47.2195286, -1.542453
Asteraceae;Ligularia;hodgsoni Hook.f.;;Kunming Botanical Garden;2006;Jardin des Plantes;D1;;;;47.2200207, -1.542118
Asteraceae;Ozothamnus;leptophyllus;;Remi Legros - Les Sorinières;2014;Jardin des Plantes;A4;;;;47.2210889, -1.5441084
Asteraceae;Eupatorium;fistulosum Barrat.;;Réserve Bowman's Hill (U.S.A.);1990;Jardin des Plantes;B9;;;;47.2205226, -1.5429769
Asteraceae;Vernonia;arkansana DC;;Sichtungs garten Weinheim (Allemagne);2011;Jardin des Plantes;C3;;;;47.2198464, -1.5432582
Asteraceae;Achillea;pannonica Scheele;;Universitée de Lublin (Pologne);2009;Jardin des Plantes;B3;;;;47.220075, -1.5444508
